ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
9424,P-RIG-CT,prt,rig,variable,"Chain Tongs","High quality, low cost.","This tool is a wrench for larger diameter parts like wellheads and casing.",,,0,,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2026/02/chain-tongs.webp,,,,,,,,,
9226,P-RIG-PIRA,prt,rig,variable,"Packer - AS III RH Auto","Single-grip packer.","The AS-III Packer is a single-grip packer with no upper hold-down for use where no differential pressure from below is present. This packer also features a large by-pass area to prevent swabbing when running or retrieving. This packer is ideal for isolating casing holes or perforations when used as the lower packer in conjunction with the Snapset Packer as the upper packer.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/packer-as-iii.webp,,,,,,,,,
9228,P-RIG-PSI,prt,rig,variable,"Packer - Snapset II","Snapset II Packer.","The Snapset II Packer is a compression set tool requiring only straight set down weight to pack-off. This packer is run above another compression set packer (such as the AS-III Packer) to selectively treat, produce or inject in multiple zone completions. It is also used to isolate casing hole perforations.
\n
\nThis packer features a large by-pass area to prevent swabbing when running and retrieving. Once the packer is set, pressure from above or below acts down on the valve to maintain the seal and prevent upward movement of the tubing.
\n
\nWhen releasing, the valve allows debris to be washed from the upper slips. This packer is equipped with an internal latch to prevent setting prematurely when running in the hole. When releasing, the latch re-engages to allow movement downhole.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/01/packer-snapset.webp,,,,,,,,,
5333,P-RPC-CRC600,prt,rpc,variable,"Cast Repair Clamps - 600 psi","Skinner cast repair clamps.","Provides a fast and effective solution to leaks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/cast-repair-clamp.jpg,,,,,,,,,
5384,P-RPC-SRC,prt,rpc,variable,"Standard Repair Clamps","Better than duct tape? You should probably use both... just to be safe.","Provides a fast and effective solution to leaks.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/pipe-repair-clamp-2bolt.jpg,,,,,,,,,
5378,P-SBX-PT8TB2,prt,sbx,variable,"Pumping Tees - 8rd top/btm - 2"" 11.5v side - 3,000 psi","Quality pumping and flow tees.","Pumping &amp; flowing tees are used to direct and control the flow of liquids and gasses coming out of a well. They also provide a place to test pressure, pump-action, and take samples.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/flow-tee-red.jpg,,,,,,,,,
4363,P-SBX-STFBX,prt,sbx,variable,"Stuffing Box","Standard cone type stuffing box with pumping tee.","Female 8RD EUE base connection thread.",,,0,49.6,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/07/stuffing-box-with-pumping-tee.jpg,,,,,,,,,
5386,P-SBX-STFBX2,prt,sbx,variable,"Stuffing Box - Bolt Sets","Bolts, nuts, and washers for stuffing boxes.","All stuffing box hardware is sold in complete sets.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/stuffing-box-hardware.jpg,,,,,,,,,
5104,P-SBX-STFBX3,prt,sbx,variable,"Stuffing Box - Packing - Skinner Crown Ring","Skinner Graphited Crown Rings.","Graphited crown rings are the least expensive ring type stuffing box packing.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/graphited-crown-rings-1.jpg,,,,,,,,,
5387,P-SBX-STFBX4,prt,sbx,variable,"Stuffing Box - Packing - Soft Cone","Affordable cone packing.","Soft cone packing is the least expensive grade of packing. And it works pretty darn good.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/soft-cone-packing.jpg,,,,,,,,,
315,P-SBX-USBRC,prt,sbx,variable,"Ultra Stuffing Box Rubbers - Cone","LappinTech - ultra long lasting stuffing box rubbers with Teflon rope packing.","<ul>
\n 	<li>Stops Leaking Stuffing Boxes</li>
\n 	<li>Prevents Oil Spills</li>
\n 	<li>Designed for Low Oil Cut Wells</li>
\n 	<li>High Temp</li>
\n 	<li>High Water Cut &amp; Steam Floods</li>
\n 	<li>Tested &amp; Proven to Last 10 X Longer</li>
\n 	<li>Cost Effective Solution</li>
\n 	<li>Saves Time &amp; Money</li>
\n</ul>",,,0,2,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/01/Cone.png,,,,,,,,,
327,P-SBX-USBRR,prt,sbx,variable,"Ultra Stuffing Box Rubbers - Ring","LappinTech – ultra long lasting stuffing box rubbers with Teflon rope packing.","<ul>
\n 	<li>Stops Leaking Stuffing Boxes</li>
\n 	<li>Prevents Oil Spills</li>
\n 	<li>Designed for Low Oil Cut Wells</li>
\n 	<li>High Temp</li>
\n 	<li>High Water Cut &amp; Steam Floods</li>
\n 	<li>Tested &amp; Proven to Last 10 X Longer</li>
\n 	<li>Cost Effective Solution</li>
\n 	<li>Saves Time &amp; Money</li>
\n</ul>",,,0,1,,,,,Grouped_Parts,"https://oilpatchdepot.com/wp-content/uploads/2024/01/Ring.png, https://oilpatchdepot.com/wp-content/uploads/2024/01/Ring.png",,,,,,,,,
5083,P-ROD-PRGD,prt,rod,variable,"Pony Rods - Grade D",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/pony-rod-1.jpg,,,,,,,,,
5084,P-ROD-PRGK,prt,rod,variable,"Pony Rods - Grade KD",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/pony-rod-1.jpg,,,,,,,,,
5991,P-ROD-RCCTFS,prt,rod,variable,"Rod Coupling - Class T - Full Size","These are the best prices you will find anywhere!","API 11B class T sucker rod couplings. No wrench square.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/rod-coupling-class-t-full-size.jpg,,,,,,,,,
5997,P-ROD-RCCTSH,prt,rod,variable,"Rod Coupling - Class T - Slim Hole","These are the best prices you will find anywhere!","API 11B class T sucker rod couplings. No wrench square.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/rod-coupling-class-t-slim-hole.jpg,,,,,,,,,
341,P-ROD-RCSMFS,prt,rod,variable,"Rod Coupling - Spray Metal - Full Size","These are the best prices you will find anywhere!","API 11B spray metal sucker rod couplings. No wrench square.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/rod-coupling-spray-metal-full-size.jpg,,,,,,,,,
5984,P-ROD-RCSMSH,prt,rod,variable,"Rod Coupling - Spray Metal - Slim Hole","These are the best prices you will find anywhere!","API 11B spray metal sucker rod couplings. No wrench square.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/rod-coupling-sm.jpg,,,,,,,,,
5379,P-ROD-RRCC,prt,rod,variable,"Rotating Rod Centralizer - Complete","Helps prevent failures due to rod wear.","These rod centralizers have a hard plastic replacable sleeve that can spin around freely. This helps the parts last longer and reduces rod wear.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/rotating-rod-centralizer.jpg,,,,,,,,,
5380,P-ROD-RRCRS,prt,rod,variable,"Rotating Rod Centralizer - Replacement Sleeve","Helps prevent failures due to rod wear.","Replacement hard plastic sleeve for the rotating rod centralizer.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/rotating-rod-centralizer-replacement-sleeve.jpg,,,,,,,,,
9512,P-ROD-SRGC,prt,rod,variable,"Sucker Rod - Grade C","High quality guarantee. Low cost advantage.","Grade C is  a Corrosion Controlled rod made for medium loads (Tensile Strength 90-110K PSI).",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/sucker-rods.jpg,,,,,,,,,
9180,P-ROD-SRGD,prt,rod,variable,"Sucker Rod - Grade D","API Grade D Sucker Rods.","API Grade D sucker rods are your run of the mill rod.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/sucker-rods.jpg,,,,,,,,,
9183,P-ROD-SRGK,prt,rod,variable,"Sucker Rod - Grade KDP","API Grade KDP Sucker Rods.","API grade KDP rods are designed for demanding conditions with moderate corrosion and heavy loads.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/sucker-rods.jpg,,,,,,,,,
334,P-ROD-RGN,prt,rod,variable,"Rod Guide - Nylon","Rod guides provide an inexpensive way to reduce rod related failures.","Reduce equipment failures in your wells with our nylon rod guides.  Field installed twist. Up to 160F.",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2025/01/rod-guide-nylon.jpg,,,,,,,,,
2335,P-ROD-RR,prt,rod,simple,"Rod Rotator","Used to rotate a rod string.","Protect your rod string with a rod rotator.  Adjustable from 1 1/2"" polish rod and down.",1,,0,48.5,,,,749,Parts,"https://oilpatchdepot.com/wp-content/uploads/2024/03/Rod-Rotator.png, https://oilpatchdepot.com/wp-content/uploads/2024/03/rod-rotator-2.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/rod-rotator-3.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/rod-rotator-4.jpg","Yantai Sanmon Machinery Equipments Co., Ltd.",700,"Fu Mandy",,,20.93,2C2,2,
2338,P-ROD-RSA,prt,rod,variable,"Rod Shock Absorber","K-SHOX Rod Shock Absorber can substantially reduce fluid pound and rod buckling problems.","Fluid pound and rod buckling are two of the most expensive problems in the oil patch.  A shock absorber, reduces both.",,,0,35,,,,,Parts,"https://oilpatchdepot.com/wp-content/uploads/2024/03/rod-shock-absorber-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/rod-shock-absorber-2.jpg",,,,,,,,,
7265,P-ROD-SRGK2,prt,rod,variable,"Sucker Rod - Grade KD","KD Rods.","API Grade KD Sucker Rods are corrosion resistant.",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2025/08/sucker-rods.jpg,,,,,,,,,
9514,P-TBG-PJJC23,prt,tbg,variable,"Pup Joint - J55 - Coated - 2 3/8","Only the best!","These pup joints are coated with ZPEX. A tough corrosion/abrasion resistant coating designed for the oilfield. End are 8RD EUE. Coated coupling is included.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/03/pup-joint-coated.webp,,,,,,,,,
9518,P-TBG-PJJC27,prt,tbg,variable,"Pup Joint - J55 - Coated - 2 7/8","Only the best!","These pup joints are coated with ZPEX. A tough corrosion/abrasion resistant coating designed for the oilfield. End are 8RD EUE. Coated coupling is included.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2026/03/pup-joint-coated.webp,,,,,,,,,
4719,P-TBG-PJJS23,prt,tbg,variable,"Pup Joint - J55 - Seamless - 2 3/8",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/pup-joints-2.jpg,,,,,,,,,
4725,P-TBG-PJJS27,prt,tbg,variable,"Pup Joint - J55 - Seamless - 2 7/8",,,,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/09/pup-joints-2.jpg,,,,,,,,,
8937,P-TBG-TJEN8E,prt,tbg,variable,"Tubing - J55 - ERW New - 8RD EUE","High quality guarantee. Low cost advantage.","New ERW tubing.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/12/tubing-new.webp,,,,,,,,,
5931,P-TBG-TJSWB,prt,tbg,variable,"Tubing - J55 - Seamless - White Band","It ain't new but it is used.","White band tubing is used but has been scoped and is fit for further use. Sold by the joint. Joints average 31 feet long.",,,0,,,,,,"Grouped_Parts, used",https://oilpatchdepot.com/wp-content/uploads/2024/04/Icons_Used-Equipment.jpg,,,,,,,,,
4869,P-TBG-TC,prt,tbg,variable,"Tubing Couplings",,"2 3/8 and 2 7/8 collars.",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/10/tubing-couplings.jpg,,,,,,,,,
300,P-TBG-TR,prt,tbg,variable,"Tubing Rotater","Use to rotate a tubing string to disperse rod wear.","<ul>
\n 	<li>Increase the life of your tubulars up to 12x.</li>
\n 	<li>Install our tubing rotators, and manually turn with a pipe wrench once a month.</li>
\n 	<li>Changes the wear pattern on rod worn tubing, substantially increasing run times.</li>
\n</ul>",,,0,40,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/01/Tbg_Rotator-1.png,,,,,,,,,
6626,P-TBG-MA,prt,tbg,variable,"Mud Anchor","Mud Anchor","Mud Anchor",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/01/mud-anchor.jpg,,,,,,,,,
2396,P-TNK-5GCT,prt,tnk,simple,"5 Gallon Chemical Tank","Small tank great for low chemical volume treatments.","Our 5 gal chemical tank is perfect for wells that require low treatment volumes.  Spills and leaks, from a 55 gal drum, are expensive.  Don't store more chemical than is necessary.
\n<ul>
\n 	<li>Stainless Steel Connections</li>
\n 	<li>1/4"" Brass Valve</li>
\n 	<li>Easy Open Lid</li>
\n 	<li>Viton Gaskets</li>
\n</ul>",4,2,0,9.81,,,,69,Parts,"https://oilpatchdepot.com/wp-content/uploads/2024/03/5-gallon-chemical-tank-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/5-gallon-chemical-tank-2.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/5-gallon-chemical-tank-3.jpg","Yasa Environmental Technology (shanghai) Co., Ltd.",15,"Gabriele Filosi",,,11.69,4.00E+01,6,
3988,P-TNK-CT,prt,tnk,variable,"Collapsible Tank","A quick water or oil storage solution.","<ul>
\n 	<li>TPU material is resistant to UV, oil, chemicals, and abrasion.</li>
\n 	<li>Tanks have 2 stainless steel ports with 2"" NPT threads, 1 exhaust valve.</li>
\n 	<li>NOT FOR DRINKING WATER!</li>
\n</ul>
\nTank dimensions when filled:
\n<ul>
\n 	<li>12 bbl = 6.6' x 4.9' x 2.3'</li>
\n 	<li>50 bbl = 13.1' x 6.6' x 3.3'</li>
\n 	<li>125 bbl = 16.4' x 9.8 x 4.4'</li>
\n</ul>",,,0,66.14,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/06/water-bladder.jpg,,,,,,,,,
5323,P-VLV-BVBFP,prt,vlv,variable,"Ball Valve - Brass - Fullport - 600 psi","Your standard oilfield valve.","Brass stands up well against corrosion.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/08/Ball-Valve.png,,,,,,,,,
5324,P-VLV-BVDIFP,prt,vlv,variable,"Ball Valve - Ductile Iron - Fullport","Ductile Iron is strong and economical.","Ductile iron ball valves have a higher pressure rating than brass ball valves.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ductile-iron-ball-valve.jpg,,,,,,,,,
5325,P-VLV-BVDIRP,prt,vlv,variable,"Ball Valve - Ductile Iron - Reg Port","Ductile Iron is strong and economical.","Ductile iron ball valves have a higher pressure rating than brass ball valves.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ductile-iron-ball-valve.jpg,,,,,,,,,
8512,P-VLV-BVNABFP,prt,vlv,variable,"Ball Valve - Ni Al Bronze - Fullport","The best of the best when it comes to ball valves.","<ul>
\n 	<li>Highly corrosion resistant</li>
\n 	<li>Certified Low Emission Per API 641</li>
\n 	<li>Fire Safe Design</li>
\n 	<li>Enhanced Protection Against CO₂ and Saltwater Corrosion</li>
\n 	<li>Minimizes Risk of Galling Associated with Stainless Steel</li>
\n 	<li>Exceptional Yield Strength</li>
\n</ul>",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/11/ball-valve-ni-alum-bronze.png,,,,,,,,,
5326,P-VLV-BVSS316F,prt,vlv,variable,"Ball Valve - Stainless - 316ss - Fullport","High quality affordable stainless steel ball valves.","Ideal for applications where pressure and corrosion are a concern.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ss-ball-valves.jpg,,,,,,,,,
5327,P-VLV-BVSSWFP,prt,vlv,variable,"Ball Valve - Steel - Seal Weld - Fullport","Better pressure capabilities than brass ball valves.","Seal weld ball valves are called such because they are welded during their manufacturing. This allows the valve to withstand higher pressure conditions and prevents leaking around the ball.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/seal-weld-ball-valve.jpg,,,,,,,,,
8130,P-VLV-CV,prt,vlv,variable,"Check Valve - Alum Bronze - 2160 psi","Aluminum Bronze check valve.","Aluminum Bronze check valve.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/10/check-valve-alum-bronze.png,,,,,,,,,
5334,P-VLV-CVB,prt,vlv,variable,"Check Valve - Brass","We offer high quality affordable valves.","Brass stands up well against corrosion. These are gate type check valves.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/08/Check_Valve-1.png,,,,,,,,,
5335,P-VLV-CVDI,prt,vlv,variable,"Check Valve - Ductile Iron","Ductile Iron is strong and economical.","We have various sizes and pressure ratings.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/ductile-iron-check-valve.jpg,,,,,,,,,
5336,P-VLV-CVB2,prt,vlv,variable,"Check Valve - In-Line - Brass - 3,000 psi","Most commonly used in chemical injection lines.","We have various material and pressure options.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/inline-check-valve-brass.jpg,,,,,,,,,
5337,P-VLV-CVSS,prt,vlv,variable,"Check Valve - In-Line - Stainless - 316ss - 6,000 psi","Most commonly used in chemical injection lines.","We have various material and pressure options.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/inline-check-valve-ss-2.jpg,,,,,,,,,
6498,P-VLV-CVSS2,prt,vlv,variable,"Check Valve - Stainless - 316ss - 1000psi","High quality stainless check valves.","Stainless steel high pressure check valves.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/04/valve-check-stainless.jpg,,,,,,,,,
4837,P-VLV-CVOZ,prt,vlv,variable,"Choke Valve - OCT - ZN60","Used to choke the flow of fluid through a pipe.","OCT Style ZN-60 Adjustable Choke. Hardened steel stem and seat.",1,,1,25,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/10/choke-valve-red.jpg,,,,,,,,,
5351,P-VLV-GATVB,prt,vlv,variable,"Gate Valve - Brass","Ideal for tight spots and applications where a slow open/close are important.","More size options will be added shortly! If you want something we don't currently stock we can get it - call 580-722-3039 or email lansdon@oilpatchdepot.com.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/brass-gate-valve.jpg,,,,,,,,,
5365,P-VLV-NDLVSS,prt,vlv,variable,"Needle Valve - Stainless - SS316 - 6,000 psi","Affordable needle valves.","Most commonly used to protect pressure gauges from pulsation and surges. Gradual adjustments of the stem and plunger enable smooth flow control. These valves have low flow rates and a significant pressure drop from the inlet to the outlet.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/needle-valve-ss.jpg,,,,,,,,,
6203,P-VLV-PVDIUM,prt,vlv,variable,"Plug Valve - Ductile Iron - US Made","American Made.","High quality ductile iron plug valves made by Young Skinner Bros in Tulsa, Oklahoma.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2025/02/plug-valve-red.jpg,,,,,,,,,
5103,P-VLV-PDB,prt,vlv,variable,"Pulsation Dampeners - Brass","Used to protect gauges from pulsation and surges.","FW Murphy Pulsation Gauges. More to be added soon!",,,0,,,,,,Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/pulsation-dampener-brass.jpg,,,,,,,,,
5400,P-WLD-WBS,prt,wld,variable,"Wellhead - Bolt Sets","Bolts, nuts, and washers for wellheads.","Wellhead hardware are sold in sets.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/bolt-1.jpg,,,,,,,,,
5401,P-WLD-WBP,prt,wld,variable,"Wellhead - Bottom Plates","Quality American made.","Bottom plates go under the packing rubber in a wellhead.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/bottom-plate.jpg,,,,,,,,,
5402,P-WLD-WC,prt,wld,variable,"Wellhead - Complete","Quality American made.","Wellhead and Accessories",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/12/well-head.png,,,,,,,,,
5403,P-WLD-WRR,prt,wld,variable,"Wellhead - Rubber Ring","Quality American made.","Rubber packing ring for wellheads.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/rubber-ring-pack-off.jpg,,,,,,,,,
5404,P-WLD-WS,prt,wld,variable,"Wellhead - Slips","Quality American made.","We have various sizes and types. More to come soon!",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/slips-blue.jpg,,,,,,,,,
5405,P-WLD-WSBOR,prt,wld,variable,"Wellhead - Stripper Bowl O-ring","Quality American made.","O-Ring for a stripper bowl.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/rubber-o-ring.jpg,,,,,,,,,
5406,P-WLD-WSR,prt,wld,variable,"Wellhead - Stripper Rubber","Quality American made.","Used to seal well/tubing heads. Stripper rubbers are made from durable rubber with strong resistance to oils and abrasion.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/stripper-rubber-biw.jpg,,,,,,,,,
5407,P-WLD-WTP,prt,wld,variable,"Wellhead - Top Plate","Quality American made.","Top plates go over the packing rubber in a wellhead.",,,0,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/top-plate.jpg,,,,,,,,,
5332,P-WLD-CNJ815.5,prt,wld,variable,"Casing Nipple - J55 - 8rd - 15.5 lbs - 2,800 psi","J-55 Casing Nipples","Our J-55 casing nipples have 8RD threads.",1,,1,,,,,,Grouped_Parts,https://oilpatchdepot.com/wp-content/uploads/2024/11/casing-nipple.jpg,,,,,,,,,
2494,V-DAT-LS,srv,dat,variable,"Log Scanning","Backup important logs with a quality digital version. Affordable, simple, and fast.","<ul>
\n 	<li>Our log scanning service will give you the ability to organize and backup these incredibly important documents.</li>
\n 	<li>Price is per log.</li>
\n 	<li>After payment, mail the logs to Mature Field Solutions, 12273 CR 1560, Ada, OK 74820.</li>
\n</ul>",,,0,,,,,,Services,https://oilpatchdepot.com/wp-content/uploads/2024/03/log-scanning.jpg,,,,,,,,,
373,V-WLS-OWS,srv,wls,variable,"Oklahoma Well Service","Hour Charge - Well service covering Pontotoc, Pottawatomie, Seminole, Cleveland, McClain, Garvin, Hughes, and Coal Counties Oklahoma.","<strong>Affordable Energy Services</strong>
\n
\nPhone: (580) 235-2511
\n<ul>
\n 	<li>Serving Pontotoc, Pottawatomie, Seminole, Hughes, and Coal Counties.  Add to cart to reserve rig, you will be charged the 1 hour minimum at checkout.  Remaining amount will be charged when job is complete.</li>
\n 	<li>1 Hour - Paid in Advanced</li>
\n 	<li>Pole Rig - $200 an hour</li>
\n 	<li>Single, Double Derrick - $240 an hour</li>
\n 	<li>Double, Triple Derrick - $280 an hour</li>
\n 	<li>Tongs - $150 a day</li>
\n 	<li>Power Swivel - $500 a day</li>
\n 	<li>Pump and Pit - $1,000 a day</li>
\n</ul>",,,0,,,,,,Services,https://oilpatchdepot.com/wp-content/uploads/2024/01/Well-Service_Pic_New.jpg,,,,,,,,,1
376,V-WLS-PGS,srv,wls,variable,"Polymer Gel Service","Polymer gel uses cross-linking agents to control max viscosity and set-up time. It has various applications including, water shut-off and casing-leak repair.","<strong>NOTICE: Please contact us, prior to submitting your deposit, to inquire about available dates.</strong>
\n<ul>
\n 	<li>Service covers all of Oklahoma. Polymer gel is a cost-effective solution to reduce water in production wells, improve waterflood sweep efficiency, and repair casing leaks.</li>
\n 	<li>$1,500 deposit per well. $20 per bbl of gel used will be charged after job. Most treatments use 60 to 120 bbl.</li>
\n</ul>",,,0,,,,,,Services,"https://oilpatchdepot.com/wp-content/uploads/2024/03/gel-pumping-service-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/gel-pumping-service-2.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/03/gel-pumping-service-3.jpg",,,,,,,,,
371,V-DAT-RSD,srv,dat,variable,"Rod String Design","A professional rod string design is a quick and easy way to improve your operating efficiency.","<ul>
\n 	<li>Computer generated rod string design can save $1,000's in rod and service costs.</li>
\n 	<li>Let one of our professionals create a balanced design for you.</li>
\n 	<li>Order now to receive a complete rod string design and report within 3 business days.</li>
\n 	<li>Cost is per well.</li>
\n 	<li>After checkout we will contact you to get relevant information.</li>
\n</ul>",,,0,,,,,,Services,https://oilpatchdepot.com/wp-content/uploads/2024/03/rod-string-design.jpg,,,,,,,,,
372,V-WLS-SRS,srv,wls,variable,"Soil Remediation Service","Soil Remediation.  Serving any location in the state of Oklahoma.","<strong>NOTICE: Please contact us, prior to submitting your deposit, to inquire about available dates.</strong>
\n<ul>
\n 	<li>Daily charge, plus per acre charge of $250 for initial soil: pre testing, tilling, treating, watering, seeding, fertilizing, and post treatment testing.</li>
\n 	<li>Additional charge of $1,000, if customer chooses to set continual watering tank, pump, and sprinklers.</li>
\n 	<li>Pay first day charge today.  Includes initial testing and one day of tilling.</li>
\n 	<li>Additional daily charges and per acre charges will not be added until approved by customer.</li>
\n</ul>",,,0,,,,,,Services,https://oilpatchdepot.com/wp-content/uploads/2024/01/Soil-Remiedation.jpg,,,,,,,,,
7725,V-LAB-LPS,srv,lab,"simple, virtual","Labor - Pump Shop","Pump shop labor.","Per hour charge for pump shop work.",,,0,,,,,75,Rod_Pump,https://oilpatchdepot.com/wp-content/uploads/2025/09/pump-shop-labor.png,,,,,,,,,
4308,S-ASB-ANDFD40,sup,asb,simple,"ABSORB N DRY Floor Dry 40 lb. Bag","Absorb-N-Dry is an all-purpose sanitary maintenance product that is efficient and easy to use. It enhances safety and cleanliness in the workplace.","Simply sprinkle <strong>Absorb-N-Dry</strong> granules generously over soiled area, let stand for a short time, then sweep up. For particularly stubborn spills or stains use a stiff broom to work the granules over the area, then sweep up. For flowing liquids, pile <strong>Absorb-N-Dry</strong> around the area creating a dam. Always use good housekeeping procedures and dispose of spent granules in accordance with local, state and federal regulations.",2,1,0,40,24,15,6,14,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/07/absorb-n-dry.jpg,"Hooten Oil",9.44,https://hootenoil.cimproduction.com/,,,0,6C1,2,
8049,S-ASB-OAP,sup,asb,variable,"Oil Absorbent Pads","These pads absorb up to 18 times their weight.","<span class=""a-list-item"">Strong, durable absorbent mat: 100% polypropylene are thermally bonded. Won't rip, tear or fray even when saturated. 100 15"" x 20"" Pads Per Roll.</span>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/10/absorbent-pads-roll.png,,,,,,,,,
6096,S-ATF-ABAFC,sup,atf,variable,"Air Brake Anti Freeze - CRC","For Use in All Air-Brake Systems","Provides complete winter protection for all brake systems. Will eliminate and prevent moisture accumulation and icing.",,,0,,,,,,"Rig_Supplies, Supplies",https://oilpatchdepot.com/wp-content/uploads/2024/12/air-break-anti-freeze-crc-diesel.jpg,,,,,,,,,
