ID,SKU,Type,Name,Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Images,Parent,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty"
6733,P-FIT-NIPSSLG2-3X6GRVXG,variation,"Nipple - Steel - Seamless - Grooved - 2500 psi - 3"" x 6"" - grv x grv","3"" x 6"", grv x grv",1,,0,4.98,6,3.5,3.5,49,,id:6730,"Harris Sales",38,"jeffh.hsc@gmail.com ",,,0,5C5,1
6610,P-FIT-NIPSSL40-1X10140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 10"" - 1400 psi","1"" x 10"", 1400 psi",4,2,0,1.29,10,1,1,7,,id:5368,"MM Equipment",4.81,dustin@mandmequipment.com,,,0,5D3,8
5586,P-FIT-NIPSSL40-1X2140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 2"" - 1,400 psi","1"" x 2"", 1400 psi\n",6,4,0,0.206,2.13,1.25,1.25,2,,id:5368,"MM Equipment",0.77,dustin@mandmequipment.com,Arrow,6.27,0,5D3,8
5587,P-FIT-NIPSSL40-1X3140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 3"" - 1,400 psi","1"" x 3"", 1400 psi\n",5,4,0,0.343,3.25,1.25,1.25,2,,id:5368,"MM Equipment",1.11,dustin@mandmequipment.com,,,0,5D3,8
5588,P-FIT-NIPSSL40-1X4140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 4"" - 1,400 psi","1"" x 4"", 1400 psi\n",8,4,0,0.493,4,1.5,1.5,3,,id:5368,"MM Equipment",1.2,dustin@mandmequipment.com,Arrow,8.28,0,5D3,8
5589,P-FIT-NIPSSL40-1X5140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 5"" - 1,400 psi","1"" x 5"", 1400 psi\n",5,4,0,0.65,5,1.5,1.5,3,,id:5368,"MM Equipment",1.61,dustin@mandmequipment.com,Arrow,9.69,0,5D3,8
5590,P-FIT-NIPSSL40-1X6140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 6"" - 1,400 psi","1"" x 6"", 1400 psi\n",8,4,0,0.775,6,1.5,1.5,5,,id:5368,"MM Equipment",3,dustin@mandmequipment.com,Arrow,11.52,0,5D3,8
6609,P-FIT-NIPSSL40-1X8140P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x 8"" - 1400 psi","1"" x 8"", 1400 psi",2,1,0,0.937,8,1,1,6,,id:5368,"MM Equipment",4.04,dustin@mandmequipment.com,,,0,5D3,2
6608,P-FIT-NIPSSL40-1XCLO1P,variation,"Nipple - Steel - Seamless - Sch 40 - 1"" x close - 1400 psi","1"" x close, 1400 psi",1,1,0,0.106,1.5,1.5,1.5,2,,id:5368,"MM Equipment",1.25,dustin@mandmequipment.com,,,0,5D3,4
5591,P-FIT-NIPSSL40-112X61P,variation,"Nipple - Steel - Seamless - Sch 40 - 1-1/2"" x 6"" - 1,200 psi","1 1/2"" x 6"", 1200 psi\n",4,1,0,1.2,6,2,2,4.36,,id:5368,"MM Equipment",3.23,dustin@mandmequipment.com,Arrow,17,0,5D3,4
5592,P-FIT-NIPSSL40-2X10110P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x 10"" - 1,100 psi","2"" x 10"", 1100 psi\n",4,2,0,2,,,,9,,id:5368,"MM Equipment",6.43,dustin@mandmequipment.com,Arrow,45.07,0,5D3,4
6235,P-FIT-NIPSSL40-2X12110P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x 12"" - 1100 psi","2"" x 12"", 1100 psi",10,2,0,3.71,12.5,2.5,2.5,11,,id:5368,"MM Equipment",8.9,dustin@mandmequipment.com,Arrow,49.83,0,5D3,4
5593,P-FIT-NIPSSL40-2X4110P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x 4"" - 1,100 psi","2"" x 4"", 1100 psi\n",4,4,0,1.13,4,2.5,2.5,9,,id:5368,"MM Equipment",3.9,dustin@mandmequipment.com,Arrow,17,0,5D3,8
6234,P-FIT-NIPSSL40-2X5110P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x 5"" - 1100 psi","2"" x 5"", 1100 psi",2,2,0,1.44,5.5,2.5,2.5,14,,id:5368,"MM Equipment",4.6,dustin@mandmequipment.com,Arrow,19.61,0,5D3,8
5594,P-FIT-NIPSSL40-2X6110P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x 6"" - 1,100 psi","2"" x 6"", 1100 psi\n",2,2,0,1.76,6,2.38,2.38,6,,id:5368,"MM Equipment",4.22,dustin@mandmequipment.com," Arrow ",22.95,0,5D3,8
5595,P-FIT-NIPSSL40-2X8110P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x 8"" - 1,100 psi","2"" x 8"", 1100 psi\n",4,2,0,1.5,,,,7,,id:5368,"MM Equipment",5.16,dustin@mandmequipment.com,Arrow,38.35,0,5D3,4
5596,P-FIT-NIPSSL40-2XCLO1P,variation,"Nipple - Steel - Seamless - Sch 40 - 2"" x close - 1,100 psi","2"" x close, 1100 psi\n",8,2,0,0.531,2.5,2.38,2.38,3,,id:5368,"MM Equipment",2.2,dustin@mandmequipment.com," Arrow ",12.22,0,5D3,6
6606,P-FIT-NIPSSL40-3X10100P,variation,"Nipple - Steel - Seamless - Sch 40 - 3"" x 10"" - 1000 psi","3"" x 10"", 1000 psi",2,1,0,5.41,10,3,3,29,,id:5368,"MM Equipment",18.13,dustin@mandmequipment.com,,,0,5D3,2
6605,P-FIT-NIPSSL40-3X12100P,variation,"Nipple - Steel - Seamless - Sch 40 - 3"" x 12"" - 1000 psi","3"" x 12"", 1000 psi",2,1,0,6.57,12,3,3,29,,id:5368,"MM Equipment",21.43,dustin@mandmequipment.com,,,0,5D3,2
6602,P-FIT-NIPSSL40-3X4100P,variation,"Nipple - Steel - Seamless - Sch 40 - 3"" x 4"" - 1000 psi","3"" x 4"", 1000 psi",13,1,0,1.71,4,3.5,3.5,14,,id:5368,"MM Equipment",9.03,dustin@mandmequipment.com,,,0,5D3,2
6604,P-FIT-NIPSSL40-3X6100P,variation,"Nipple - Steel - Seamless - Sch 40 - 3"" x 6"" - 1000 psi","3"" x 6"", 1000 psi",2,1,0,2.81,6.5,3.5,3.5,16,,id:5368,"MM Equipment",11.47,dustin@mandmequipment.com,,,0,5D3,2
6603,P-FIT-NIPSSL40-3X8100P,variation,"Nipple - Steel - Seamless - Sch 40 - 3"" x 8"" - 1000 psi","3"" x 8"", 1000 psi",2,1,0,5.79,8.5,3.5,3.5,24,,id:5368,"MM Equipment",14.77,dustin@mandmequipment.com,,,0,5D3,2
6607,P-FIT-NIPSSL40-3XCLO1P,variation,"Nipple - Steel - Seamless - Sch 40 - 3"" x close - 1000 psi","3"" x close, 1000 psi",4,1,0,1.12,3.5,3.5,2.5,9,,id:5368,"MM Equipment",6.54,dustin@mandmequipment.com,,,0,5D3,4
5907,P-FIT-NIPSSL80-1X3270P,variation,"Nipple - Steel - Seamless - Sch 80 - 1"" x 3"" - 2,700 psi","1"" x 3"", 2700 psi",4,2,0,0.461,3,1.25,1.25,1.9,,id:5369,"MM Equipment",1.46,dustin@mandmequipment.com,Arrow,11.29,0,5D2,6
5597,P-FIT-NIPSSL80-1X4270P,variation,"Nipple - Steel - Seamless - Sch 80 - 1"" x 4"" - 2,700 psi","1"" x 4"", 2700 psi\n",2,4,0,0.637,4,1.38,1.38,4,,id:5369,"MM Equipment",2.26,dustin@mandmequipment.com,Arrow,13.41,0,5D2,8
5598,P-FIT-NIPSSL80-1X6270P,variation,"Nipple - Steel - Seamless - Sch 80 - 1"" x 6"" - 2,700 psi","1"" x 6"", 2700 psi\n",6,4,0,1,,,,4,,id:5369,"MM Equipment",2.49,dustin@mandmequipment.com,Arrow,18.99,0,5D2,8
5599,P-FIT-NIPSSL80-14X2480P,variation,"Nipple - Steel - Seamless - Sch 80 - 1/4"" x 2"" - 4,800 psi","1/4"" x 2"", 4800 psi\n",8,4,0,0.075,2,1.5,1.5,2,,id:5369,"MM Equipment",1.4,dustin@mandmequipment.com,Arrow,7.07,0,5D2,8
5600,P-FIT-NIPSSL80-2X10210P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 10"" - 2,100 psi","2"" x 10"", 2100 psi\n",4,2,0,4.02,10,2.5,2.5,10,,id:5369,"MM Equipment",6.78,dustin@mandmequipment.com,Arrow,75.4,0,5D2,4
5601,P-FIT-NIPSSL80-2X12210P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 12"" - 2,100 psi","2"" x 12"", 2100 psi\n",3,2,0,2,,,,12,,id:5369,"MM Equipment",8.61,dustin@mandmequipment.com,Arrow,87,0,5D2,4
5602,P-FIT-NIPSSL80-2X2122P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 2-1/2"" - 2,100 psi","2"" x 2 1/2"", 2100 psi\n",8,4,0,0.875,2.5,2.5,2.5,4,,id:5369,"MM Equipment",2.77,dustin@mandmequipment.com,Arrow,23.01,0,5D2,8
5603,P-FIT-NIPSSL80-2X3210P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 3"" - 2,100 psi","2"" x 3"", 2100 psi\n",2,1,0,1.04,3,2.5,2.5,4,,id:5369,"MM Equipment",2.8,dustin@mandmequipment.com,Arrow,23.01,0,5D2,2
5604,P-FIT-NIPSSL80-2X4210PN,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 4"" - 2,100 psi","2"" x 4"", 2100 psi  \n",10,4,0,1.54,4.5,2.5,2.5,7,,id:5369,"MM Equipment",3.86,dustin@mandmequipment.com,Arrow,26.44,0,5D2,10
5605,P-FIT-NIPSSL80-2X5210P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 5"" - 2,100 psi","2"" x 5"", 2100 psi\n",8,4,0,1.99,5,2.5,2.5,6,,id:5369,"MM Equipment",4.29,dustin@mandmequipment.com,Arrow,32.71,0,5D2,8
5606,P-FIT-NIPSSL80-2X6210P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 6"" - 2,100 psi","2"" x 6"", 2100 psi\n",13,8,0,2.34,6,2.5,2.5,7,,id:5369,"MM Equipment",5.44,dustin@mandmequipment.com,Arrow,37.71,0,5D2,16
5607,P-FIT-NIPSSL80-2X8210P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x 8"" - 2,100 psi","2"" x 8"", 2100 psi\n",4,2,0,3.25,8,2.5,2.5,9,,id:5369,"MM Equipment",6.49,dustin@mandmequipment.com,Arrow,64.75,0,5D2,4
5608,P-FIT-NIPSSL80-2XCLO2P,variation,"Nipple - Steel - Seamless - Sch 80 - 2"" x close - 2,100 psi","2"" x close, 2100 psi\n",4,1,0,0.5,,,,12,,id:5369,"MM Equipment",1.78,dustin@mandmequipment.com,Arrow,20.4,0,5D2,2
5609,P-FIT-NIPSSL80-3X10190P,variation,"Nipple - Steel - Seamless - Sch 80 - 3"" x 10"" - 1,900 psi","3"" x 10"", 1900 psi\n",2,1,0,4,,,,25.65,,id:5369,"MM Equipment",20.18,dustin@mandmequipment.com,Arrow,180.73,0,5D2,2
6613,P-FIT-NIPSSL80-3X12190P,variation,"Nipple - Steel - Seamless - Sch 80 - 3"" x 12"" - 1900 psi","3"" x 12"", 1900 psi",2,1,0,8.98,12.5,3.5,3.5,29,,id:5369,"MM Equipment",18.84,dustin@mandmequipment.com,,,0,5D2,2
6612,P-FIT-NIPSSL80-3X4190P,variation,"Nipple - Steel - Seamless - Sch 80 - 3"" x 4"" - 1900 psi","3"" x 4"", 1900 psi",2,1,0,2.64,4.5,3.5,3.5,13,,id:5369,"MM Equipment",9,dustin@mandmequipment.com,,,0,5D2,2
5610,P-FIT-NIPSSL80-3X6190P,variation,"Nipple - Steel - Seamless - Sch 80 - 3"" x 6"" - 1,900 psi","3"" x 6"", 1900 psi\n",4,2,0,4.22,6,3.5,3.5,19,,id:5369,"MM Equipment",10.99,dustin@mandmequipment.com,Arrow,118.6,0,5D2,4
6611,P-FIT-NIPSSL80-3X8190P,variation,"Nipple - Steel - Seamless - Sch 80 - 3"" x 8"" - 1900 psi","3"" x 8"", 1900 psi",2,1,0,4.2,8,3,3,19,,id:5369,"MM Equipment",15.09,dustin@mandmequipment.com,,,0,5D2,2
5611,P-FIT-NIPSSL80-38X4420P,variation,"Nipple - Steel - Seamless - Sch 80 - 3/8"" x 4"" - 4,200 psi","3/8"" x 4"", 4200 psi\n",8,4,0,0.213,4,0.625,0.625,3,,id:5369,"MM Equipment",2.11,dustin@mandmequipment.com,Arrow,11.03,0,5D2,8
7588,P-DHP-NIPB-114X6,variation,"Nipple - Strainer - Brass - 1 1/4"" x 6""","1 1/4"" x 6""",0,,0,2,,,,349,,id:7351,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,0
7589,P-DHP-NIPB-114X6U,variation,"Nipple - Strainer - Brass - 1 1/4"" x 6"" - used","1 1/4"" x 6"", used",1,,0,2,,,,119,,id:7351,,,,,,0,,0
7590,P-DHP-NIPB-1X12,variation,"Nipple - Strainer - Brass - 1"" x 12""","1"" x 12""",0,,0,2,,,,389,,id:7351,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,0
7591,P-DHP-NIPB-1X12USE,variation,"Nipple - Strainer - Brass - 1"" x 12"" - used","1"" x 12"", used",0,,0,2,,,,129,,id:7351,,,,,,0,,0
7592,P-DHP-NIPB-1X6,variation,"Nipple - Strainer - Brass - 1"" x 6""","1"" x 6""",0,,0,2,,,,349,,id:7351,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,1
7593,P-DHP-NIPB-1X6USE,variation,"Nipple - Strainer - Brass - 1"" x 6"" - used","1"" x 6"", used",2,,0,2,,,,119,,id:7351,,,,,,0,,0
7594,P-DHP-NIPSS-1X6,variation,"Nipple - Strainer - Stainless - 1"" x 6""","1"" x 6""",0,,0,2,,,,349,,id:7352,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,1
7595,P-DHP-NIPS-114X6,variation,"Nipple - Strainer - Steel - 1 1/4"" x 6""","1 1/4"" x 6""",0,,0,2,,,,129,,id:7353,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,0
7596,P-DHP-NIPS-114X6U,variation,"Nipple - Strainer - Steel - 1 1/4"" x 6"" - used","1 1/4"" x 6"", used",2,,0,2,,,,43,,id:7353,,,,,,0,,0
7597,P-DHP-NIPS-1X12,variation,"Nipple - Strainer - Steel - 1"" x 12""","1"" x 12""",0,,0,2,,,,109,,id:7353,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,1
7598,P-DHP-NIPS-1X12USE,variation,"Nipple - Strainer - Steel - 1"" x 12"" - used","1"" x 12"", used",2,,0,2,,,,36,,id:7353,,,,,,0,,0
7599,P-DHP-NIPS-1X6,variation,"Nipple - Strainer - Steel - 1"" x 6""","1"" x 6""",0,,0,2,,,,89,,id:7353,"Harris Sales",,"jeffh.hsc@gmail.com ",,,0,,2
7600,P-DHP-NIPS-1X6USE,variation,"Nipple - Strainer - Steel - 1"" x 6"" - used","1"" x 6"", used",6,,0,2,,,,29,,id:7353,,,,,,0,,0
6689,P-FSR-NUTHXG2Z-1213,variation,"Nut - Hex - Grade 2 - Zinc Plated - 1/2""-13","1/2"" 13",322,50,0,0.0342,0.75,0.75,0.438,0.15,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.03872675,"Xia Wu",Arrow,1.37,0.0341,2.00E+03,300
6690,P-FSR-NUTHXG2Z-1420,variation,"Nut - Hex - Grade 2 - Zinc Plated - 1/4""-20","1/4"" 20",329,50,0,0.00683,0.438,0.438,0.219,0.1,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.00803768,"Xia Wu",,,0.00682,2.00E+03,300
6691,P-FSR-NUTHXG2Z-3410,variation,"Nut - Hex - Grade 2 - Zinc Plated - 3/4""-10","3/4"" 10",79,25,0,0.112,1.13,1.13,0.641,0.5,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.1310343,"Xia Wu",,,0.1122,2.00E+03,100
6692,P-FSR-NUTHXG2Z-3816,variation,"Nut - Hex - Grade 2 - Zinc Plated - 3/8""-16","3/8"" 16",316,50,0,0.0141,0.563,0.563,0.328,0.1,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.01629248,"Xia Wu",Arrow,0.6,0.01408,2.00E+03,300
6693,P-FSR-NUTHXG2Z-51618,variation,"Nut - Hex - Grade 2 - Zinc Plated - 5/16""-18","5/16"" 18",221,50,0,0.00992,0.5,0.5,0.266,0.1,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.01124325,"Xia Wu",Arrow,0.26,0.0099,2.00E+03,300
6694,P-FSR-NUTHXG2Z-5811,variation,"Nut - Hex - Grade 2 - Zinc Plated - 5/8""-11","5/8"" 11",193,50,0,0.0683,0.938,0.938,0.547,0.3,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.0774535,"Xia Wu",Arrow,2.86,0.0682,2.00E+03,300
6695,P-FSR-NUTHXG2Z-71614,variation,"Nut - Hex - Grade 2 - Zinc Plated - 7/16""-14","7/16"" 14",103,50,0,0.022,0.625,0.625,0.375,0.1,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.025457,"Xia Wu",,,0.022,2.00E+03,200
6696,P-FSR-NUTHXG2Z-91612,variation,"Nut - Hex - Grade 2 - Zinc Plated - 9/16""-12","9/16"" 12",121,50,0,0.0551,0.875,0.875,0.484,0.25,,id:6688,"Handan Wangxuan Fastener Manufacturing Co., Ltd.",0.0636425,"Xia Wu",Arrow,1.96,0.055,2.00E+03,200
8051,S-ASB-OAP-9LBROL,variation,"Oil Absorbent Pads - 9 lb roll","9 lb Roll",10,2,0,9.22,18,13,13,39,,id:8049,"Suzhou Jiahe Non-Woven Products Co., Ltd.",12,"Helen Lou",,,18.09,5A1,12
6420,T-KIT-OCK-OILCUTK,variation,"Oil Cut Kit - Oil Cut Kit","Oil Cut Kit",1,1,0,17.4,27,20.5,8.5,179,,id:6419,Assm005,126.69,,,,0,3C1,4
5770,T-MES-OGT-12X18CT,variation,"Oil Gauge Tape - 1/2"" x 18' - complete tape","1/2"" x 18', complete tape",5,1,0,1.5,9,6.5,1.75,139,,id:5370,"US Tape",72,orders@ustape.com," Arrow ",242.66,0,7B2,3
5743,T-MES-OGT-12X18R,variation,"Oil Gauge Tape - 1/2"" x 18' Refill","1/2"" x 18', refill",3,1,0,0.5,4.5,4.5,1,54,,id:5370,"US Tape",38,orders@ustape.com,,,0,7B2,2
5769,T-MES-OGT-12X25CT,variation,"Oil Gauge Tape - 1/2"" x 25' - complete tape","1/2"" x 25', complete tape",2,1,0,1.61,9,7,2,139,,id:5370,"US Tape",90,orders@ustape.com,Arrow,242.66,0,7B2,2
5744,T-MES-OGT-12X25R,variation,"Oil Gauge Tape - 1/2"" x 25' Refill","1/2"" x 25', refill",1,1,0,1,,,,47,,id:5370,"US Tape",39,orders@ustape.com,Arrow,73.31,6.12,7B2,1
6080,T-MES-OGT-12X33CT,variation,"Oil Gauge Tape - 1/2"" x 33' - complete tape","1/2"" x 33', complete tape",1,,0,1.79,9,6.5,1.75,139,,id:5370,"US Tapes",78,"orderorders@ustape.com ",,,0,7B2,1
6081,T-MES-OGT-12X33R,variation,"Oil Gauge Tape - 1/2"" x 33' - refill","1/2"" x 33', refill",1,,0,0.775,4.5,4.5,1.75,59,,id:5370,"US Tapes",44,"orderorders@ustape.com ",,,0,7B2,1
7112,T-MES-OGT-PLUBOB20,variation,"Oil Gauge Tape - Plumb Bob - 20 oz - graduated 1/8"" marks","Plumb Bob, 20 oz, graduated 1/8"" marks\n",7,1,0,1.23,7,1,1,32,https://oilpatchdepot.com/wp-content/uploads/2024/06/gauging-tape-ustape-1.jpg,id:5370,"US Tape",22,orders@ustape.com,,,0,7B2,4
5745,T-MES-OGT-WIPA,variation,"Oil Gauge Tape - Wiper Assembly","Wiper Assembly\n",8,1,0,0.16,3.25,3.25,1,15,https://oilpatchdepot.com/wp-content/uploads/2024/06/gauging-tape-ustape-1.jpg,id:5370,"US Tape",10,orders@ustape.com,Arrow,17.24,0,7B2,3
3696,V-WLS-OWS-DOUTD1,variation,"Oklahoma Well Service - Double Triple (per hour)","Double, Triple Derrick (1-hour)",,,0,,,,,280,,id:373,,,,,,,,
5940,V-WLS-OWS-POLRIG1,variation,"Oklahoma Well Service - Pole (per hour)","Pole Rig (1-hour)",,,0,,,,,200,,id:373,,,,,,,,
3695,V-WLS-OWS-SINDD1,"variation, virtual","Oklahoma Well Service - Single Double (per hour)","Single, Double Derrick (1-hour)",,,0,,,,,240,,id:373,,,,,,,,
6393,P-RIG-OCAV-HD2LX,variation,"Operator Controls Air Valve - HD-2-LX","HD 2 LX",0,,0,8.15,13.5,5.5,5.5,2068,,id:6332,"CF Services",1880,mike5392@hotmail.com,,,0,3B4,1
9227,P-RIG-PIRA-5121420X,variation,"Packer - AS III RH Auto - 5 1/2"" (14 to 20#) x 2 7/8""","5 1/2"" (14 to 20#) x 2 7/8""",0,,0,200,,,,2549,,id:9226,"DL Oil Tools",1758,bj.Sherman@dloiltools.com,,,100,,0
9229,P-RIG-PSI-5121420X,variation,"Packer - Snapset II - 5 1/2"" (14 to 20#) x 2 7/8""","5 1/2"" (14 to 20#) x 2 7/8""",0,,0,200,,,,3689,,id:9228,"DL Oil Tools",2597,bj.Sherman@dloiltools.com,,,100,,0
9188,T-MKR-PMAP-WHI,variation,"Paint Marker - All Purpose - White",White,0,2,0,0.09,6,1,1,9,,id:9185,Zoro,7.49,https://www.zoro.com/markal-paint-crayon-large-tip-white-color-family-61051/i/G0172891/?utm_source=google&amp;utm_medium=surfaces&amp;utm_campaign=shopping%20feed&amp;utm_content=free%20google%20shopping%20clicks&amp;campaignid=21540097560&amp;productid=G0172891&amp;v=&amp;gclsrc=aw.ds&amp;gad_source=1&amp;gad_campaignid=21540097560&amp;gbraid=0AAAAADw3hZdP1UWOFBlB3Kq2c-RcWSoE0&amp;gclid=CjwKCAiA3-3KBhBiEiwA2x7FdLRc-u3yWy_lll0pcmfbM-L2CMnJjvi1poJMHcMWyeW4H56_txJs5RoCo4IQAvD_BwE,,,0,7B3,10
5742,P-FLT-PHDB-1NPT3M9,variation,"PARKER Hydraulic Tank Desiccant Breather - 1"" npt - 3 Micron - 9""","1"" npt, 3 Micron, 9""",1,,0,3,,,,199,,id:5371,Grainger,146.45,https://www.grainger.com/,,,0,7A4,1
4289,S-GRS-P6O220-1016OTO2,variation,"Phillips 66® Omniguard 220 #2 Grease - 10 1lb Tubes","10 16oz Tubes Omniguard 220 #2 Grease",3,,0,10,,,,60,,id:3559,"Hooten Oil",52.14,https://hootenoil.cimproduction.com/,,,0,6C3,4
4288,S-GRS-P6O220-116OTUBO,variation,"Phillips 66® Omniguard 220 #2 Grease - 1lb Tube","1 16oz Tube Omniguard 220 #2 Grease",0,,0,1,,,,6.5,,id:3559,"Hooten Oil",5.21,https://hootenoil.cimproduction.com/,,,0,6C3,0
6241,P-MSC-PTBK-2PTC,variation,"Pipe Tally Book - 2pt - carbonless","2pt, carbonless",10,2,0,0.351,8.5,4.5,0.375,24,,id:6240,Kraftbilt,16.108,https://kraftbilt.com/pipe-tally-2pt-carbonless,,,1.995,7B3,10
9104,T-WCH-PWEH-24,variation,"Pipe Wrench - Extendable Handle - 24""","24""",5,,0,7,22,5,2,44,,id:9103,"Weihai Maxpower Advanced Tool Co., Ltd.",20.85,"Claire Zhao",,,13.48555594,2A3,0
9105,T-WCH-PWEH-36,variation,"Pipe Wrench - Extendable Handle - 36""","36""",5,,0,17.5,31.5,6,2.5,79,,id:9103,"Weihai Maxpower Advanced Tool Co., Ltd.",37.34,"Claire Zhao",,,24.15111073,2A4,0
9415,T-WCH-PWR-24,variation,"Pipe Wrench - RIDGID - 24""","24""",0,,0,9.6,24,4,2,99,,id:9412,Amazon,71.99,https://www.amazon.com/31030-Heavy-Duty-Straight-24-inch-Plumbing/dp/B0000224JA/ref=ast_sto_dp_puis?th=1,,,0,2A5,0
9416,T-WCH-PWR-36,variation,"Pipe Wrench - RIDGID - 36""","36""",1,,0,18.9,36,6,3,299,,id:9412,Amazon,222.12,https://www.amazon.com/31035-Heavy-Duty-Straight-36-inch-Plumbing/dp/B0000224JB/ref=ast_sto_dp_puis,,,0,2A5,0
6974,T-WCH-PWSH-12,variation,"Pipe Wrench - Spare Heel - 12""","12 Inch",5,1,0,0.0875,1,0.75,0.75,0.79,,id:6972,"Yantai Newstart Machinery Co., Ltd",0.242152003,"Dany Zhang",,,0.32527881,2A3,5
6975,T-WCH-PWSH-18,variation,"Pipe Wrench - Spare Heel - 18""","18 Inch",10,2,0,0.175,1.5,1,1,1,,id:6972,"Yantai Newstart Machinery Co., Ltd",0.419295302,"Dany Zhang",,,0.281879195,2A3,10
6976,T-WCH-PWSH-24,variation,"Pipe Wrench - Spare Heel - 24""","24 Inch",8,2,0,0.288,1.75,1.25,1,1.29,,id:6972,"Yantai Newstart Machinery Co., Ltd",0.574197586,"Dany Zhang",,,0.384944122,2A3,10
6977,T-WCH-PWSH-36,variation,"Pipe Wrench - Spare Heel - 36""","36 Inch",8,2,0,0.444,2.5,1.25,1.25,2,,id:6972,"Yantai Newstart Machinery Co., Ltd",0.877173732,"Dany Zhang",,,0.589011287,2A3,10
7802,T-WCH-PWSH-48,variation,"Pipe Wrench - Spare Heel - 48""","48 Inch",10,2,0,0.55,3,1.5,1.5,3,,id:6972,"Yantai Newstart Machinery Co., Ltd",1.3389,"Dany Zhang",,,0.2819,2A3,10
6973,T-WCH-PWSH-6,variation,"Pipe Wrench - Spare Heel - 6""","6 Inch",5,1,0,0.0213,0.5,0.5,0.5,0.49,,id:6972,"Yantai Newstart Machinery Co., Ltd",0.153725618,"Dany Zhang",,,0.206352406,2A3,5
6967,T-WCH-PWSH2-12,variation,"Pipe Wrench - Spare Hook - 12""","12 Inch",5,1,0,0.565,5.5,2,0.75,5,,id:6966,"Yantai Newstart Machinery Co., Ltd",1.563610078,"Dany Zhang",,,2.100371747,2A3,5
6968,T-WCH-PWSH2-18,variation,"Pipe Wrench - Spare Hook - 18""","18 Inch",10,2,0,1.19,7,3,1,7,,id:6966,"Yantai Newstart Machinery Co., Ltd",2.851208054,"Dany Zhang",,,1.916778523,2A3,10
6969,T-WCH-PWSH2-24,variation,"Pipe Wrench - Spare Hook - 24""","24 Inch",6,2,0,1.78,8.5,3.5,1,8,,id:6966,"Yantai Newstart Machinery Co., Ltd",3.54886008,"Dany Zhang",,,2.379168529,2A3,10
6970,T-WCH-PWSH2-36,variation,"Pipe Wrench - Spare Hook - 36""","36 Inch",6,2,0,2.89,10,4.5,1.5,12,,id:6966,"Yantai Newstart Machinery Co., Ltd",5.709531726,"Dany Zhang",,,3.833879775,2A3,10
7801,T-WCH-PWSH2-48,variation,"Pipe Wrench - Spare Hook - 48""","48 Inch",10,2,0,3.5,12,6,2,14,,id:6966,"Yantai Newstart Machinery Co., Ltd",8.5206,"Dany Zhang",,,1.7942,2A3,10
6971,T-WCH-PWSH2-6,variation,"Pipe Wrench - Spare Hook - 6""","6 Inch",5,1,0,0.11,3,1.25,0.5,2,,id:6966,"Yantai Newstart Machinery Co., Ltd",0.793888166,"Dany Zhang",,,1.065669701,2A3,5
6980,T-WCH-PWSN-12,variation,"Pipe Wrench - Spare Nut - 12""","12 Inch",5,1,0,0.0738,1,1,0.5,0.69,,id:6978,"Yantai Newstart Machinery Co., Ltd",0.204237918,"Dany Zhang",,,0.274349442,2A3,5
